incident_id,fecha,anio,mes,dia,hora,minuto,dia_semana,tipo,prioridad,prioridad_base_tipo,latitud,longitud,dist_hermelinda_km,dist_sanchez_carrion_km,dist_parque_industrial_km,dist_cesar_vallejo_km
3190,2018-11-20 07:36:00,2018,11,20,7,36,1,Extorsión,ALTA,ALTA,-8.018557327588757,-78.97452181174314,4.223220761354695,2.4604231437406683,6.021873629077283,0.867045488006827
12052,2020-11-17 18:46:00,2020,11,17,18,46,1,Otros,MEDIA,BAJA,-8.051040109865193,-79.00793241999355,0.952747230431822,2.769222924123895,0.8941376003034888,4.394319162551298
33200,2026-02-12 19:38:00,2026,2,12,19,38,3,Otros,BAJA,BAJA,-8.064146937722112,-79.01554476283565,2.631777336902041,4.44365931195286,0.7870771005428717,6.054646024331081
9082,2020-01-12 19:10:00,2020,1,12,19,10,6,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.027649224660985,-78.99383600126082,2.0793321121334536,0.38379098702178244,3.9228992954754367,1.498341854100497
31103,2025-06-29 18:49:00,2025,6,29,18,49,6,Otros,MEDIA,BAJA,-8.046972561779846,-79.01289412312728,1.1383895131599895,2.8199669346598584,1.2301403951533427,4.462197945126336
8333,2019-12-07 16:35:00,2019,12,7,16,35,5,Hurto,MEDIA,MEDIA,-8.020595426308851,-78.9849428758268,3.275002139528639,1.4579132404069532,5.116019747044733,0.32713962227016363
11195,2020-08-28 06:59:00,2020,8,28,6,59,4,Otros,BAJA,BAJA,-8.037274298165203,-78.9984396672531,0.9007805611194701,0.9194872128028191,2.7459371008914832,2.559519615349887
28897,2024-12-19 21:08:00,2024,12,19,21,8,3,Otros,BAJA,BAJA,-8.047358096737716,-79.0109092740077,0.947495455912335,2.682671391012749,1.1894034476849704,4.32685446014406
24594,2023-12-10 08:05:00,2023,12,10,8,5,6,Hurto,BAJA,MEDIA,-8.028332349711372,-78.99533826404375,1.9356549383286095,0.3927740183388561,3.774650917300994,1.6797632238764235
21191,2023-03-29 19:50:00,2023,3,29,19,50,2,Otros,BAJA,BAJA,-8.034078657850596,-78.99847955161452,1.2102781849284772,0.6936758262901539,3.048144402627622,2.325358653836737
14783,2021-07-11 21:34:00,2021,7,11,21,34,6,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.060356017147692,-79.01571020064006,2.2947646583809167,4.111845845236324,0.4852718424824306,5.738175445398961
26730,2024-05-11 01:32:00,2024,5,11,1,32,5,Otros,BAJA,BAJA,-8.068774490439683,-79.01432860153055,3.0239947805838114,4.812185294936054,1.2251912083601109,6.394501678931846
13206,2021-02-02 21:27:00,2021,2,2,21,27,1,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.035250854422902,-78.98151417870828,2.5578658531264273,1.3500801084771756,4.202960024335262,1.5855252990505813
32022,2025-09-22 10:56:00,2025,9,22,10,56,0,Otros,BAJA,BAJA,-8.030412579693756,-78.99398252173323,1.80787808130538,0.12637002370035164,3.6531184771367133,1.6840751931895517
20971,2023-02-28 21:52:00,2023,2,28,21,52,1,Robo,MEDIA,ALTA,-8.023436900824244,-78.99259428233519,2.557495725012995,0.8421638751352459,4.397223962054333,1.1975612028243852
12464,2020-12-28 19:43:00,2020,12,28,19,43,0,Otros,BAJA,BAJA,-8.020301962178577,-78.97920580809892,3.715818862811462,1.9292196990524435,5.532511666481913,0.3173005972136705
17815,2022-05-04 02:30:00,2022,5,4,2,30,2,Otros,BAJA,BAJA,-8.050016973174886,-79.01035285441922,1.0502417615150639,2.8498796057359197,0.9060070122885651,4.489523069224615
2901,2018-10-02 18:21:00,2018,10,2,18,21,1,Otros,BAJA,BAJA,-8.035924532507607,-79.01116991331703,1.2710069109114706,2.0741620746929104,2.4563807629128798,3.6151656176181715
9301,2020-02-08 07:36:00,2020,2,8,7,36,5,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.025215891270422,-78.98651588417813,2.7670793792334116,0.960917353625001,4.600203453929207,0.6833711237395617
30413,2025-04-19 03:10:00,2025,4,19,3,10,5,Otros,MEDIA,BAJA,-8.017777706064814,-78.97998846333158,3.862810142413092,2.0528343772053432,5.694370073692968,0.42123225881189585
25137,2024-01-19 22:51:00,2024,1,19,22,51,4,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.061654536766513,-79.01439852432061,2.3299498874356686,4.143598104066034,0.48462962572331386,5.758475283005452
20957,2023-02-20 17:07:00,2023,2,20,17,7,0,Otros,BAJA,BAJA,-8.046579994519472,-79.00484232620605,0.3513487647692865,2.168256428428663,1.4945010328511208,3.7968088694466333
16091,2021-12-24 22:32:00,2021,12,24,22,32,4,Otros,BAJA,BAJA,-8.029056966429211,-78.99917960422236,1.7140055198369437,0.7138826998214363,3.514258728213019,2.093010291334419
24146,2023-11-13 06:13:00,2023,11,13,6,13,0,Extorsión,ALTA,ALTA,-8.016815508305466,-78.9896927892692,3.3591591011912576,1.6187336203081544,5.196558907306253,0.9664198006908375
18084,2022-06-08 06:52:00,2022,6,8,6,52,2,Hurto,MEDIA,MEDIA,-8.048471232025298,-79.00273727178279,0.49801909421272567,2.218899609816123,1.4705993425439687,3.8136806003927495
32325,2025-10-04 21:43:00,2025,10,4,21,43,5,Robo,ALTA,ALTA,-8.045854514995995,-78.9988103835953,0.5052744793974578,1.7713076232461924,1.9830941557687412,3.3262282863310566
16574,2022-01-23 18:57:00,2022,1,23,18,57,6,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.036417660563142,-79.01581457151173,1.6436272745859721,2.583193374599759,2.4363191018371415,4.09889314397822
22183,2023-06-09 00:32:00,2023,6,9,0,32,4,Extorsión,ALTA,ALTA,-8.058630966306268,-79.01618799915124,2.1806021938237374,3.994704449187547,0.4663934013514213,5.6283148472771956
28623,2024-11-07 18:58:00,2024,11,7,18,58,3,Otros,BAJA,BAJA,-8.03173645767107,-78.99306435547707,1.748207088114294,0.08219634596328386,3.5881858521946635,1.705690886739114
2493,2018-09-06 20:18:00,2018,9,6,20,18,3,Extorsión,ALTA,ALTA,-8.030847976334222,-78.99580809046088,1.6630542891812439,0.3096449288828442,3.506214203547346,1.873656607244418
3161,2018-10-16 18:13:00,2018,10,16,18,13,1,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.024914550575588,-78.99475691013461,2.3081332719056022,0.7037789002861999,4.139906343411778,1.4705181260254152
11776,2020-10-15 18:21:00,2020,10,15,18,21,3,Otros,BAJA,BAJA,-8.049601980304443,-79.01110528489001,1.088294031324297,2.8726667853909587,0.9389984393816789,4.514895719783989
32332,2025-10-03 06:02:00,2025,10,3,6,2,4,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.061563260242034,-79.025,3.1114123681463,4.8951666793634185,1.4850858058535061,6.538976764660428
13484,2021-03-07 14:18:00,2021,3,7,14,18,6,Robo,ALTA,ALTA,-8.047190776928318,-79.00638472281211,0.5145452716938862,2.326574917321681,1.3516103634617003,3.961032017020861
4182,2019-01-14 13:46:00,2019,1,14,13,46,0,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.022166827867974,-78.99227872514248,2.69951513581384,0.9854093153042757,4.537702008328337,1.1391718078421933
23733,2023-10-22 15:49:00,2023,10,22,15,49,6,Hurto,MEDIA,MEDIA,-8.025092631849569,-78.97991907818728,3.298219007757683,1.58299607069465,5.085803255828022,0.509504779405939
20249,2022-12-25 12:27:00,2022,12,25,12,27,6,Otros,BAJA,BAJA,-8.02720316092286,-79.00126448386439,1.8774727863238434,1.0031308137015353,3.6227037461371125,2.2304720126600306
14046,2021-05-05 21:16:00,2021,5,5,21,16,2,Otros,MEDIA,BAJA,-8.03389883899928,-78.99690874589255,1.3081892925375946,0.5376966852985505,3.1532147824819026,2.1798634672928245
21500,2023-04-07 20:50:00,2023,4,7,20,50,4,Hurto,ALTA,MEDIA,-8.032217593865614,-78.99170126037522,1.8066710536997521,0.19692279404902213,3.635072163243396,1.6422021822650827
10277,2020-05-31 17:12:00,2020,5,31,17,12,6,Otros,BAJA,BAJA,-8.026314947891285,-79.00096112707406,1.9792598511361599,1.0196817073271978,3.726961679611268,2.1697784676455485
7307,2019-09-05 15:57:00,2019,9,5,15,57,3,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.04898853372182,-78.99862041081524,0.7349846023801537,2.0937695187473144,1.7815716732189923,3.610324730850357
17873,2022-05-19 10:02:00,2022,5,19,10,2,3,Otros,BAJA,BAJA,-8.045499389243348,-79.00836320380299,0.6135782049542415,2.3368007961862616,1.4465262092195736,3.9808176017816996
33183,2026-02-28 07:29:00,2026,2,28,7,29,5,Otros,BAJA,BAJA,-8.042956850004172,-79.01229549069528,1.029995036638865,2.5062172074957374,1.6730383048728237,4.133702171170433
17244,2022-03-07 00:34:00,2022,3,7,0,34,0,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.04860269027694,-79.0007794476747,0.5671922584477597,2.1365365930307307,1.618026581227873,3.700780513995519
5221,2019-04-29 17:39:00,2019,4,29,17,39,0,Otros,BAJA,BAJA,-8.051005271464138,-79.01834412778962,1.860320728369129,3.5685904555271373,1.0453744163116327,5.21004656276326
12740,2021-01-02 17:35:00,2021,1,2,17,35,5,Otros,BAJA,BAJA,-8.055583376835111,-79.01478747066147,1.828453289038668,3.636843790411076,0.40791161072246684,5.2744472376045195
5158,2019-04-02 17:08:00,2019,4,2,17,8,1,Hurto,MEDIA,MEDIA,-8.027617843393218,-79.00074921564587,1.83839243751966,0.9324324156442311,3.5982817411187336,2.1916372498404613
17965,2022-05-10 19:04:00,2022,5,10,19,4,1,Robo,ALTA,ALTA,-8.056987544423748,-79.00199875597609,1.4483502574589755,3.054815097900341,1.1068492268091203,4.56743455384895
24891,2024-01-29 15:19:00,2024,1,29,15,19,0,Extorsión,ALTA,ALTA,-8.042342659328723,-79.00247865047814,0.19302049877829633,1.6370394585514458,2.0322543238306325,3.273547793871203
11226,2020-08-31 22:48:00,2020,8,31,22,48,0,Robo,ALTA,ALTA,-8.060767903252078,-79.0068162618644,1.9112614798047916,3.642847516332884,0.6484128271772605,5.198030529115173
32381,2025-11-07 16:20:00,2025,11,7,16,20,4,Estafa,BAJA,BAJA,-8.027774774816953,-78.99675390740062,1.9307909369815763,0.5472209051866946,3.7567716644039537,1.7906649067272724
26262,2024-04-15 05:48:00,2024,4,15,5,48,0,Otros,BAJA,BAJA,-8.060308731572027,-79.00267541437651,1.8138002939811166,3.4286673052188266,1.0582182225222825,4.928188156116274
13341,2021-03-20 07:26:00,2021,3,20,7,26,5,Hurto,MEDIA,MEDIA,-8.027374125970034,-78.99240166165633,2.1861881241218426,0.4085257806170889,4.031518233533509,1.3468629885806567
22002,2023-05-01 10:10:00,2023,5,1,10,10,0,Otros,BAJA,BAJA,-8.015892549424224,-78.97543074581331,4.356884915987895,2.562072131707,6.175280991602669,0.9196394561542621
32499,2025-11-01 07:32:00,2025,11,1,7,32,5,Otros,BAJA,BAJA,-8.039328464124427,-78.99750164850674,0.7976907033131964,1.0503784106964036,2.618888753846449,2.658336387626416
19530,2022-10-17 14:12:00,2022,10,17,14,12,0,Hurto,MEDIA,MEDIA,-8.045152413066475,-79.00447707649639,0.20704611700049555,2.018237012200086,1.6513273858427795,3.6520243237044907
22774,2023-07-01 17:13:00,2023,7,1,17,13,5,Otros,BAJA,BAJA,-8.023321593548772,-78.99201436577906,2.5980701592429734,0.8606692517267239,4.439731702491712,1.1324652102030703
32157,2025-10-04 21:43:00,2025,10,4,21,43,5,Extorsión,ALTA,ALTA,-8.024082472207967,-78.98038552824835,3.3323853444096905,1.587690113258007,5.1322411693107775,0.3861104306326874
9090,2020-01-15 17:19:00,2020,1,15,17,19,2,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.037936517200182,-79.00814555405086,0.8806503905798339,1.8373154463465027,2.2709611152952003,3.4400374373170792
2961,2018-10-20 03:58:00,2018,10,20,3,58,5,Otros,MEDIA,BAJA,-8.040652293511643,-79.00761720987904,0.630078866711899,1.9344537029237832,1.9884163270905637,3.56803318366334
20868,2023-02-13 07:34:00,2023,2,13,7,34,0,Otros,BAJA,BAJA,-8.031325927454379,-78.99184954848997,1.8690470981287266,0.13175227621946978,3.7039674162834317,1.5793871612624872
18417,2022-07-29 08:49:00,2022,7,29,8,49,4,Hurto,MEDIA,MEDIA,-8.026067783011227,-78.985138000406,2.800659616352279,1.024756873787326,4.621097215511932,0.6610033438616043
2562,2018-09-24 17:52:00,2018,9,24,17,52,0,Otros,BAJA,BAJA,-8.022759773133233,-78.9787200200389,3.567176479173402,1.8198062576490048,5.364809511604231,0.41075287859005466
22994,2023-08-18 13:29:00,2023,8,18,13,29,4,Extorsión,ALTA,ALTA,-8.038130893164054,-78.99666235933441,0.9554108165299857,0.8895627634932088,2.7807928373584394,2.4969577152877287
30429,2025-04-29 10:51:00,2025,4,29,10,51,1,Robo,ALTA,ALTA,-8.028185046936114,-79.00216974643959,1.760916891513185,1.0570396874558483,3.4874698368544337,2.36015163577985
120,2018-01-06 13:59:00,2018,1,6,13,59,5,Otros,BAJA,BAJA,-8.062593211664579,-79.01008359841725,2.209675939427176,3.9848476212372637,0.5526061658247627,5.563357331816254
30993,2025-06-13 08:42:00,2025,6,13,8,42,4,Otros,BAJA,BAJA,-8.015928046654274,-78.99397307374646,3.2758747995953788,1.679346032539883,5.081823477430718,1.4338964236609675
32169,2025-10-15 18:15:00,2025,10,15,18,15,2,Extorsión,ALTA,ALTA,-8.050294652127437,-79.00304883644262,0.699954033922979,2.4139469453268934,1.3058794563132132,3.997720409522491
12811,2021-01-22 21:15:00,2021,1,22,21,15,4,Robo,ALTA,ALTA,-8.018342677609212,-78.97646237650447,4.083742028849936,2.301415242482244,5.895357085984993,0.6775574186019625
8022,2019-11-18 20:56:00,2019,11,18,20,56,0,Otros,BAJA,BAJA,-8.031644601077543,-78.98106499737678,2.778523186946598,1.3160485302234268,4.493208981995004,1.188094339758642
18226,2022-06-30 23:33:00,2022,6,30,23,33,3,Otros,MEDIA,BAJA,-8.039449627618353,-78.99459381078137,1.0548114117499021,0.9558030668382496,2.815564736063026,2.476173197833966
12923,2021-01-27 20:45:00,2021,1,27,20,45,2,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.05925640546475,-79.00536332805935,1.7162736209622809,3.424158244510258,0.7439130036446495,4.971196060675736
1576,2018-06-07 07:18:00,2018,6,7,7,18,3,Hurto,MEDIA,MEDIA,-8.033321775583833,-78.98982829967066,1.8743038611803682,0.43428584480871674,3.67274872163685,1.6186919451027084
18027,2022-05-26 08:20:00,2022,5,26,8,20,3,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.03837221478392,-79.00024557093005,0.6953941488096141,1.1438614191067682,2.5373606862697504,2.7869784847405805
4048,2019-01-10 13:58:00,2019,1,10,13,58,3,Otros,BAJA,BAJA,-8.036949747268572,-78.98620751993609,2.0082202433069027,0.9985036423283401,3.680077389484004,1.833038478409129
20123,2022-12-04 13:39:00,2022,12,4,13,39,6,Estafa,BAJA,BAJA,-8.02206879290403,-78.99436574478227,2.6173886502903843,1.0044253913041856,4.442143918120454,1.3667314490383584
26316,2024-04-11 12:08:00,2024,4,11,12,8,3,Otros,BAJA,BAJA,-8.020725323715299,-78.98062105763182,3.5734061596674302,1.7784932322243643,5.39585451688892,0.1548729363173816
845,2018-03-17 10:09:00,2018,3,17,10,9,5,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.033245153103886,-78.96944998546363,3.882691488204997,2.6049433777150455,5.433598720914087,1.9399463366267238
5930,2019-06-21 01:13:00,2019,6,21,1,13,4,Hurto,MEDIA,MEDIA,-8.024069962406926,-78.98801037954956,2.763157507217289,0.9463740655812739,4.605522106962,0.7446383583896589
15500,2021-10-26 10:03:00,2021,10,26,10,3,1,Otros,BAJA,BAJA,-8.052313851066863,-79.00778701873263,1.0641446774125451,2.875323336310718,0.7841646304994421,4.492784394231268
6825,2019-08-09 13:04:00,2019,8,9,13,4,4,Otros,BAJA,BAJA,-8.05052017701281,-79.00643190154051,0.817565127935154,2.626468697008173,1.0332326691346416,4.243938971857354
12207,2020-11-01 07:17:00,2020,11,1,7,17,6,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.031208213677072,-78.98960971726758,2.048595877055854,0.37400223758419243,3.866812908587569,1.410846358738176
19004,2022-08-20 13:13:00,2022,8,20,13,13,5,Robo,ALTA,ALTA,-8.050927521294868,-78.99263970202955,1.3764060998094934,2.216194334172743,2.2719781880400944,3.527960256172684
28155,2024-09-08 11:11:00,2024,9,8,11,11,6,Otros,BAJA,BAJA,-8.054957304344821,-79.02342226688233,2.5573712812773817,4.279702560032571,1.30227987424695,5.920912954674964
22246,2023-06-03 21:38:00,2023,6,3,21,38,5,Hurto,MEDIA,MEDIA,-8.035915652573289,-78.99483618866306,1.2712295701692797,0.5827863948531019,3.0986137651776287,2.1790529702239003
21212,2023-03-29 21:31:00,2023,3,29,21,31,2,Otros,MEDIA,BAJA,-8.051713134186553,-79.00489815497694,0.882756153662665,2.649683798314326,1.0488376991711692,4.244930150415476
15212,2021-09-19 23:08:00,2021,9,19,23,8,6,Otros,BAJA,BAJA,-8.06741438683272,-79.01378074873753,2.8613538538343883,4.650793669597909,1.0650324395263813,6.2353815082535355
33162,2026-02-02 17:06:00,2026,2,2,17,6,0,Hurto,MEDIA,MEDIA,-8.03031031984051,-78.98775956953435,2.2655882788646187,0.5820690103711461,4.074668874860218,1.214053432829151
30544,2025-05-11 02:50:00,2025,5,11,2,50,6,Extorsión,ALTA,ALTA,-8.030771959182736,-78.99125686660527,1.9583770862733345,0.19359451478729123,3.7924114091297625,1.489805972795447
23718,2023-10-11 23:34:00,2023,10,11,23,34,2,Extorsión,ALTA,ALTA,-8.06492626126784,-78.9997921663721,2.3535440255621287,3.845834490511639,1.5490593032927185,5.262564051366571
28135,2024-09-08 06:25:00,2024,9,8,6,25,6,Otros,BAJA,BAJA,-8.041191064162714,-79.01710572908908,1.5841547640330316,2.885905084840494,1.9517723081277882,4.470030219311657
21410,2023-03-17 22:07:00,2023,3,17,22,7,4,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.044804301152496,-79.00341327993881,0.10034415328216706,1.9158953299272365,1.745483464083361,3.5446934757854267
13707,2021-04-04 21:29:00,2021,4,4,21,29,6,Hurto,MEDIA,MEDIA,-8.028218542485071,-78.98990959297757,2.2708395772453756,0.4598252564515104,4.108750999904303,1.1843686473400796
26435,2024-04-29 19:41:00,2024,4,29,19,41,0,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.034712533457697,-78.97674127699032,3.0700499925458575,1.8371305018187127,4.666381323761205,1.6310002376504853
16517,2022-01-24 12:13:00,2022,1,24,12,13,0,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.03972380228763,-78.98749631740935,1.7719666410836148,1.1437595910540461,3.3776151660959743,2.1681605708180047
14564,2021-07-09 11:43:00,2021,7,9,11,43,4,Otros,BAJA,BAJA,-8.04176329665032,-79.00005672999836,0.4084971788039796,1.4269074553648058,2.233537842602578,3.0468129012402994
17992,2022-05-08 01:12:00,2022,5,8,1,12,6,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.047803168912854,-78.99642273394859,0.8385972021793145,1.906052483595383,2.0559478262711424,3.377035024112005
18809,2022-08-24 21:21:00,2022,8,24,21,21,2,Otros,BAJA,BAJA,-8.03262478543143,-78.99027692794485,1.8873901765789833,0.35004840165800066,3.6988822626124374,1.581578834716866
10270,2020-05-08 07:03:00,2020,5,8,7,3,4,Otros,BAJA,BAJA,-8.038389857984223,-78.99955925915593,0.7298380753665583,1.0939758416934124,2.5750591793100135,2.7343973565865505
8630,2019-12-27 11:23:00,2019,12,27,11,23,4,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.046771206504426,-79.00317077461119,0.30871721345966685,2.08071997553829,1.5823760420670177,3.6939521526305827
14128,2021-05-05 06:47:00,2021,5,5,6,47,2,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.016019642641007,-78.97528365972744,4.358082971067622,2.5651223496382327,6.175162039344395,0.9238915872754739
15896,2021-11-09 00:52:00,2021,11,9,0,52,1,Robo,ALTA,ALTA,-8.049526027061665,-79.00927263685443,0.9244035812267728,2.7301288061652373,0.9889519448936531,4.36784904798762
25589,2024-02-16 20:56:00,2024,2,16,20,56,4,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.030528707400608,-78.99732357042487,1.62309432216691,0.4789202218311641,3.455732663571333,1.99231652067289
27850,2024-08-05 01:37:00,2024,8,5,1,37,0,Otros,BAJA,BAJA,-8.037922440030925,-78.99352225580277,1.2432305892381492,0.7718850255133163,3.0204179059587624,2.269414655813884
13175,2021-02-08 11:42:00,2021,2,8,11,42,0,Robo,ALTA,ALTA,-8.02345488882787,-78.99809828873398,2.3473959614918973,1.0094538951423888,4.134958062691751,1.793426358010061
28622,2024-11-22 13:59:00,2024,11,22,13,59,4,Otros,MEDIA,BAJA,-8.043164315047717,-78.99769538943765,0.5913889466293437,1.4480392145209886,2.280732722958734,3.0100623024012476
4406,2019-02-13 22:17:00,2019,2,13,22,17,2,Otros,MEDIA,BAJA,-8.06501772280905,-79.01221875239771,2.5479453369993106,4.334215270739539,0.7807067381514905,5.9183034069525995
14506,2021-07-12 19:01:00,2021,7,12,19,1,0,Hurto,MEDIA,MEDIA,-8.061012687610853,-79.00694178115847,1.9408668812533885,3.6733504276918265,0.6498860006176591,5.22845019932581
17883,2022-05-06 14:18:00,2022,5,6,14,18,4,Otros,BAJA,BAJA,-8.03424079733389,-78.98438305025219,2.319298811050011,1.0148918785802574,4.028040080414953,1.4955072384383725
6858,2019-08-29 20:33:00,2019,8,29,20,33,3,Robo,ALTA,ALTA,-8.047413333748842,-79.01594030149626,1.4744209784147364,3.116161780604031,1.2545764585135195,4.752989522909152
28332,2024-10-27 13:13:00,2024,10,27,13,13,6,Extorsión,ALTA,ALTA,-8.017942559975875,-78.97905107594757,3.9177024950220343,2.113515691009977,5.744596715429807,0.47011710494203773
7475,2019-10-07 08:17:00,2019,10,7,8,17,0,Hurto,MEDIA,MEDIA,-8.027608516797043,-78.99116543321368,2.24051770366814,0.4278061877751611,4.084388168510625,1.2483616002282518
13642,2021-03-06 10:12:00,2021,3,6,10,12,5,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.040207551404647,-78.99225624759644,1.255822009325913,1.0271026750475465,2.939301169080736,2.415945341457368
6439,2019-07-16 09:25:00,2019,7,16,9,25,1,Otros,BAJA,BAJA,-8.046902757334513,-79.00255921420381,0.32639994415482443,2.057824808997267,1.613393274600295,3.6633251868928722
12805,2021-01-15 12:40:00,2021,1,15,12,40,4,Otros,BAJA,BAJA,-8.027161680315098,-78.97610268725205,3.5037121215208846,1.9088046292407876,5.232539441617233,0.9439587497979461
9756,2020-03-23 07:42:00,2020,3,23,7,42,0,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.013570799564402,-78.9854294330338,3.8975978845118466,2.1096999250664847,5.741527735227558,0.9083015976902088
21375,2023-03-28 10:08:00,2023,3,28,10,8,1,Violencia contra la mujer e integrantes,MEDIA,ALTA,-8.054397888480683,-79.00711195667941,1.2416683010737304,3.03036303322117,0.6708557420751631,4.629903967297969
21953,2023-05-19 21:35:00,2023,5,19,21,35,4,Otros,BAJA,BAJA,-8.05791259115774,-79.01193380917616,1.8332250098992837,3.647051509270316,0.012147985630040456,5.2639335312385365
31631,2025-08-20 07:53:00,2025,8,20,7,53,2,Otros,BAJA,BAJA,-8.043950773970147,-79.00756955842252,0.5031421569032741,2.155704276045908,1.6365858877762702,3.7998324413812545
19368,2022-09-04 12:26:00,2022,9,4,12,26,6,Robo,ALTA,ALTA,-8.045979860730363,-78.99744847023557,0.6496648187049786,1.736201686698802,2.086427770354457,3.2570578807756956
313,2018-02-02 22:48:00,2018,2,2,22,48,4,Otros,MEDIA,BAJA,-8.055345272370182,-79.00928188746212,1.4386900869912087,3.2468198435191393,0.4203490530920233,4.858780118832724
31648,2025-08-05 22:33:00,2025,8,5,22,33,1,Otros,MEDIA,BAJA,-8.017203665458394,-78.97942884779981,3.9514104307648625,2.141552786467669,5.782649508328177,0.5082754680323291
9299,2020-02-13 21:05:00,2020,2,13,21,5,3,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.044701047228637,-78.99930548635155,0.4141708809721448,1.6742149178536194,2.0347502915037734,3.252088345046148
76,2018-01-14 13:57:00,2018,1,14,13,57,6,Otros,BAJA,BAJA,-8.034226378314257,-79.00158834333047,1.097835125259211,1.0113782276277559,2.8813519313034974,2.6104941268725033
28354,2024-10-20 19:32:00,2024,10,20,19,32,6,Hurto,MEDIA,MEDIA,-8.02808184817363,-78.9858631682804,2.587091303391367,0.8501589895945513,4.398678218306411,0.8950038930062189
28103,2024-09-11 21:11:00,2024,9,11,21,11,2,Otros,BAJA,BAJA,-8.03060522799184,-79.0013619386439,1.5003105321801307,0.9217325143351297,3.2635771984721416,2.384443602338023
20106,2022-11-01 13:15:00,2022,11,1,13,15,1,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.03302315121524,-78.9859396081508,2.2401199797796187,0.8092748634045651,3.9932503059028743,1.4055233939926894
33757,2026-05-28 13:18:00,2026,5,28,13,18,3,Estafa,BAJA,BAJA,-8.045955337535087,-79.00455229569924,0.27655525494457944,2.093620570482122,1.5703853845963922,3.72368808771806
26377,2024-04-18 08:20:00,2024,4,18,8,20,3,Otros,BAJA,BAJA,-8.048768013470086,-78.99668597298813,0.8742762865001941,2.016963573661108,1.9739718840484775,3.4854361530253604
10449,2020-05-14 07:35:00,2020,5,14,7,35,3,Otros,BAJA,BAJA,-8.041070264097176,-79.00347724343078,0.3299821715220718,1.607670901441409,2.103404364082211,3.2515420255431304
8337,2019-12-02 17:44:00,2019,12,2,17,44,0,Hurto,MEDIA,MEDIA,-8.05451425837092,-79.00459346068219,1.1822220441692126,2.909607244661765,0.9028712519771029,4.480603351354932
267,2018-02-11 23:50:00,2018,2,11,23,50,6,Extorsión,ALTA,ALTA,-8.02519520236245,-78.9913794273948,2.4513880083766275,0.6696733011261078,4.296560346830129,1.133204604577598
4986,2019-03-10 08:16:00,2019,3,10,8,16,6,Violencia contra la mujer e integrantes,ALTA,ALTA,-8.054145678947572,-79.01497963399305,1.7356126541857142,3.532728157538619,0.5397210091668669,5.173884799160056
6848,2019-08-05 03:58:00,2019,8,5,3,58,0,Robo,ALTA,ALTA,-8.025895075752878,-78.98572064546612,2.76991651456434,0.9821454378923221,4.595209516054349,0.6812472630968129
10204,2020-05-06 21:26:00,2020,5,6,21,26,2,Otros,BAJA,BAJA,-8.022253030704968,-78.99154256278426,2.727428031772179,0.9857678289938161,4.5686982396631075,1.0599002139720304
2857,2018-10-18 20:53:00,2018,10,18,20,53,3,Hurto,MEDIA,MEDIA,-8.050224394632801,-79.0134652007643,1.3441130511015047,3.105918303804485,0.8795280380654646,4.749959757424155
6050,2019-06-28 17:42:00,2019,6,28,17,42,4,Otros,MEDIA,BAJA,-8.058910891695326,-79.01310978979141,1.9969862175695343,3.812382327194903,0.1587072913930357,5.431644395028367
26837,2024-05-24 11:10:00,2024,5,24,11,10,4,Otros,BAJA,BAJA,-8.023892021895463,-78.97568202249757,3.747823135658047,2.064117457399494,5.511210640090712,0.7663836262960436
29552,2025-02-26 21:57:00,2025,2,26,21,57,2,Otros,BAJA,BAJA,-8.019808663078834,-78.98256581513525,3.5068291503220244,1.6936565984988619,5.341994547466896,0.14638920798673152
9273,2020-02-09 06:04:00,2020,2,9,6,4,6,Robo,ALTA,ALTA,-8.053204080355163,-79.025,2.6295353209362005,4.302222418294092,1.527391336994903,5.936141345814044
